529
1085
91
4394
1904
83
8983
495
465
660
239
705
1931
132
12
933
1679
449
507
517
942
4562
541
545
528
498
121
1429
496
1808
1473
498
359
932
49
734
978
3
521
420
227
1424
451
123
458
982
371
128
460
107
1000
1029
405
463
165
366
147
118
1262
453
35
461
456
427
971
194
466
408
472
564
417
121
452
400
488
450
79
202
217
824
975
583
1733
335
619
228
2003
546
NA
5465
10
1221
403
243
744
867
1016
1308
440
321
848
823
2831
414
1652
497
494
480
479
442
451
193
987
470
52
743
468
4785
715
344
401
1468
398
2544
2737
472
638
1012
380
395
66
446
381
379
476
417
3394
467
499
1858
753
2429
431
1363
3842
279
2105
144
240
666
2264
1841
3
536
625
583
NA
758
207
1017
97
367
50
101
47
218
181
2
173
139
181
93
215
228
92
10
0
13
6
1602
82
114
256
0
515
724
66
32
1071
272
1491
379
262
144
301
4131
379
429
9
502
352
222
5
1644
337
386
356
7
571
206
303
1570
0
8278
1141
658
163
41
56
887
349
530
374
1381
151
1126
546
37
0
544
0
190
121
94
426
526
108
134
1640
769
46
1585
465
425
49
63
202
1701
304
1909
2041
